"","Zipcode","City","State","Lat","Long","TaxReturnsFiled","EstimatedPopulation","TotalWages"
"13319",56440,"CLARISSA","MN",46.12,-94.94,555,1002,13023206
"13320",56223,"CLARKFIELD","MN",44.79,-95.8,659,1152,17519840
"13321",56016,"CLARKS GROVE","MN",43.76,-93.32,505,923,15313305
"13322",56634,"CLEARBROOK","MN",47.69,-95.42,692,1243,20495357
"13324",55319,"CLEAR LAKE","MN",45.44,-93.99,2440,4530,108165252
"13325",55320,"CLEARWATER","MN",45.41,-94.04,2308,4200,99908113
"13327",56017,"CLEVELAND","MN",44.32,-93.83,818,1457,30440762
"13328",56225,"CLINTON","MN",45.46,-96.44,378,668,8836294
"13330",55720,"CLOQUET","MN",46.72,-92.49,7586,13288,250570960
"13331",55721,"COHASSET","MN",47.26,-93.62,1565,2857,59722875
"13332",55321,"COKATO","MN",45.07,-94.18,2263,4178,78952779
"13333",56320,"COLD SPRING","MN",45.45,-94.43,3770,6910,147883240
"13334",55722,"COLERAINE","MN",47.3,-93.42,550,1002,17985299
"13336",55322,"COLOGNE","MN",44.77,-93.78,1493,2758,69396082
"13337",56019,"COMFREY","MN",44.11,-94.9,439,806,10419118
"13339",55723,"COOK","MN",47.85,-92.68,1211,2093,33402573
"13341",56228,"COSMOS","MN",44.93,-94.69,469,792,12989228
"13342",55016,"COTTAGE GROVE","MN",44.81,-92.92,15794,29532,805748646
"13344",55724,"COTTON","MN",47.16,-92.47,349,623,11359947
"13346",56229,"COTTONWOOD","MN",44.6,-95.67,920,1668,30583618
"13347",56021,"COURTLAND","MN",44.26,-94.34,529,953,19277011
"13349",55726,"CROMWELL","MN",46.67,-92.87,434,776,12821421
"13350",56441,"CROSBY","MN",46.49,-93.95,1514,2583,38720058
"13351",56442,"CROSSLAKE","MN",46.68,-94.09,1292,2252,33861337
"13353",56123,"CURRIE","MN",44.07,-95.66,273,470,5424039
"13354",56443,"CUSHING","MN",46.19,-94.57,696,1224,19647216
"13355",56323,"CYRUS","MN",45.61,-95.73,267,445,6680271
"13356",55925,"DAKOTA","MN",43.91,-91.35,555,1005,20363398
"13357",55017,"DALBO","MN",45.68,-93.45,319,580,12207218
"13358",56324,"DALTON","MN",46.17,-95.91,551,976,16803206
"13359",56230,"DANUBE","MN",44.79,-95.1,416,737,12409894
"13362",55324,"DARWIN","MN",45.09,-94.4,630,1126,22837015
"13363",55325,"DASSEL","MN",45.08,-94.3,2019,3752,74636255
"13364",56232,"DAWSON","MN",44.92,-96.04,1111,1970,30294887
"13365",55327,"DAYTON","MN",45.18,-93.47,1758,3210,91081997
"13367",56636,"DEER RIVER","MN",47.33,-93.79,2232,3996,59286485
"13371",56444,"DEERWOOD","MN",46.47,-93.89,1448,2583,45695244
"13372",55328,"DELANO","MN",45.04,-93.78,3820,7172,196317795
"13373",56023,"DELAVAN","MN",43.76,-94.01,255,443,5559136
"13374",55018,"DENNISON","MN",44.4,-93.02,507,885,20526760
"13375",55926,"DEXTER","MN",43.71,-92.7,389,705,12893977
"13377",55927,"DODGE CENTER","MN",44.02,-92.84,1888,3423,73550663
"13378",56235,"DONNELLY","MN",45.69,-96.01,291,522,8294094
"13379",55929,"DOVER","MN",43.96,-92.13,574,1072,21873265
"13383",55802,"DULUTH","MN",46.78,-92.11,1183,1619,31445698
"13384",55803,"DULUTH","MN",46.78,-92.11,8468,15005,383951782
"13385",55804,"DULUTH","MN",46.78,-92.11,7152,12686,336677844
"13386",55805,"DULUTH","MN",46.78,-92.11,4140,5750,95933966
"13387",55806,"DULUTH","MN",46.78,-92.11,4362,6599,107624014
"13388",55807,"DULUTH","MN",46.78,-92.11,4733,7639,133491505
"13389",55808,"DULUTH","MN",46.78,-92.11,2654,4429,76840703
"13390",55810,"DULUTH","MN",46.78,-92.11,4154,7278,149126169
"13391",55811,"DULUTH","MN",46.78,-92.11,11542,19664,454226397
"13392",55812,"DULUTH","MN",46.78,-92.11,3570,5525,150151781
"13395",55816,"DULUTH","MN",46.78,-92.11,274,385,7617112
"13397",55019,"DUNDAS","MN",44.42,-93.2,893,1610,37814135
"13399",56446,"EAGLE BEND","MN",46.16,-95.03,744,1336,18089821
"13400",56024,"EAGLE LAKE","MN",44.15,-93.88,1313,2391,53436622
"13401",56025,"EASTON","MN",43.76,-93.9,287,503,8098277
"13402",56237,"ECHO","MN",44.62,-95.41,304,534,7156532
"13403",55329,"EDEN VALLEY","MN",45.32,-94.54,922,1677,26961386
"13404",56128,"EDGERTON","MN",43.87,-96.13,934,1750,24439032
"13406",55932,"ELGIN","MN",44.13,-92.25,987,1853,37666366
"13407",55330,"ELK RIVER","MN",45.33,-93.56,16909,31206,821400166
"13408",56026,"ELLENDALE","MN",43.87,-93.3,959,1719,31827756
"13409",56129,"ELLSWORTH","MN",43.52,-96.01,398,693,8844228
"13410",56027,"ELMORE","MN",43.5,-94.08,475,816,9543284
"13412",55731,"ELY","MN",47.9,-91.85,2870,4713,71606513
"13414",56028,"ELYSIAN","MN",44.2,-93.67,653,1164,23594757
"13415",55732,"EMBARRASS","MN",47.65,-92.19,698,1224,22352794
"13416",56447,"EMILY","MN",46.75,-93.96,482,839,10066891
"13417",56029,"EMMONS","MN",43.5,-93.48,344,634,10298773
"13418",55733,"ESKO","MN",46.7,-92.36,2156,4134,96111210
"13419",56326,"EVANSVILLE","MN",46,-95.68,711,1258,18685934
"13420",55734,"EVELETH","MN",47.46,-92.54,3073,5240,102705820
"13421",55331,"EXCELSIOR","MN",44.9,-93.56,8812,16166,968536865
"13422",55934,"EYOTA","MN",43.98,-92.22,1630,3011,68186995
"13423",55332,"FAIRFAX","MN",44.52,-94.72,953,1660,25320151
"13424",56031,"FAIRMONT","MN",43.64,-94.45,6332,10681,194192463
"13426",55021,"FARIBAULT","MN",44.29,-93.27,13019,22884,464051992
"13427",55024,"FARMINGTON","MN",44.65,-93.17,14016,26991,767334885
"13429",55603,"FINLAND","MN",47.41,-91.24,253,433,6794324
"13430",55735,"FINLAYSON","MN",46.2,-92.92,797,1404,20577833
"13432",55736,"FLOODWOOD","MN",46.92,-92.91,719,1241,20275022
"13433",56329,"FOLEY","MN",45.66,-93.9,3242,5983,115400718
"13434",56357,"OAK PARK","MN",45.69,-93.94,458,858,16329216
"13435",55738,"FORBES","MN",47.28,-92.61,282,503,9570196
"13436",55025,"FOREST LAKE","MN",45.27,-92.98,11050,19742,513278711
"13437",56330,"FORESTON","MN",45.73,-93.7,748,1389,26020818
"13438",56449,"FORT RIPLEY","MN",46.16,-94.36,728,1375,25150046
"13439",55935,"FOUNTAIN","MN",43.74,-92.13,440,806,13967932
"13440",55333,"FRANKLIN","MN",44.53,-94.88,385,670,9646103
"13442",56331,"FREEPORT","MN",45.66,-94.68,1002,1816,30541680
"13445",56131,"FULDA","MN",43.87,-95.6,1189,2076,30312544
"13446",56034,"GARDEN CITY","MN",44.04,-94.18,259,470,8055789
"13447",56332,"GARFIELD","MN",45.94,-95.49,666,1209,21719114
"13448",56450,"GARRISON","MN",46.3,-93.82,542,880,11978327
"13449",55334,"GAYLORD","MN",44.55,-94.21,1460,2581,40871910
"13451",56239,"GHENT","MN",44.51,-95.89,313,561,9541787
"13452",55335,"GIBBON","MN",44.53,-94.52,789,1395,19522927
"13453",55741,"GILBERT","MN",47.49,-92.46,1570,2722,51776295
"13455",55336,"GLENCOE","MN",44.76,-94.14,4027,7168,137681374
"13456",56036,"GLENVILLE","MN",43.56,-93.27,959,1732,27990487
"13457",56334,"GLENWOOD","MN",45.65,-95.38,2745,4759,84379196
"13458",56644,"GONVICK","MN",47.73,-95.51,361,665,10237512
"13459",55027,"GOODHUE","MN",44.4,-92.62,1357,2544,47902057
"13460",56037,"GOOD THUNDER","MN",44,-94.07,822,1473,27675108
"13462",56240,"GRACEVILLE","MN",45.56,-96.43,459,790,10922124
"13463",56039,"GRANADA","MN",43.69,-94.34,516,912,14593448
"13464",55604,"GRAND MARAIS","MN",47.75,-90.34,1848,3068,45334763
"13465",55936,"GRAND MEADOW","MN",43.7,-92.57,888,1618,30761145
"13466",55605,"GRAND PORTAGE","MN",47.96,-89.68,330,502,8239011
"13468",55744,"GRAND RAPIDS","MN",47.22,-93.52,9261,16279,290180389
"13471",56241,"GRANITE FALLS","MN",44.81,-95.53,2129,3594,61617093
"13472",55030,"GRASSTON","MN",45.85,-93.08,580,1032,17555720
"13474",55338,"GREEN ISLE","MN",44.67,-94,584,1040,21361588
"13476",56336,"GREY EAGLE","MN",45.82,-94.74,691,1230,22705139
"13477",56243,"GROVE CITY","MN",45.15,-94.68,805,1436,22346863
"13479",56452,"HACKENSACK","MN",46.92,-94.51,1004,1729,19168666
"13480",55339,"HAMBURG","MN",44.73,-93.96,477,873,18810939
"13481",55340,"HAMEL","MN",45.07,-93.58,2996,5637,312063798
"13482",55031,"HAMPTON","MN",44.6,-93,960,1764,45249644
"13483",56244,"HANCOCK","MN",45.49,-95.79,684,1299,21862667
"13485",55341,"HANOVER","MN",45.15,-93.65,1146,2350,74908176
"13486",56041,"HANSKA","MN",44.14,-94.49,584,1020,16363656
"13488",55939,"HARMONY","MN",43.55,-92,870,1548,20997792
"13489",55032,"HARRIS","MN",45.6,-92.98,1641,3026,67296331
"13490",56042,"HARTLAND","MN",43.8,-93.48,357,636,10151210
"13491",55033,"HASTINGS","MN",44.73,-92.85,14238,25103,643260938
"13492",55940,"HAYFIELD","MN",43.89,-92.84,1187,2199,44016512
"13494",56043,"HAYWARD","MN",43.64,-93.24,270,463,8608164
"13495",55342,"HECTOR","MN",44.74,-94.71,996,1739,28182708
"13496",56044,"HENDERSON","MN",44.53,-93.9,995,1755,37014136
"13497",56136,"HENDRICKS","MN",44.5,-96.42,614,1066,15173260
"13498",56248,"HERMAN","MN",45.81,-96.13,409,722,9484987
"13499",56137,"HERON LAKE","MN",43.79,-95.32,579,1003,14144129
"13500",56453,"HEWITT","MN",46.32,-95.08,386,699,9795870
"13501",55746,"HIBBING","MN",47.4,-92.94,8093,13817,261476331
"13503",55748,"HILL CITY","MN",46.98,-93.59,648,1139,17149703
"13505",56138,"HILLS","MN",43.52,-96.36,430,796,12182765
"13506",55037,"HINCKLEY","MN",46.01,-92.93,2257,3823,60017313
"13507",56647,"HINES","MN",47.68,-94.63,316,577,8690074
"13508",56339,"HOFFMAN","MN",45.83,-95.78,540,916,13009896
"13509",55941,"HOKAH","MN",43.76,-91.35,527,922,17818352
"13510",56340,"HOLDINGFORD","MN",45.73,-94.47,1043,1868,37033907
"13512",56045,"HOLLANDALE","MN",43.75,-93.2,381,691,12633052
"13516",55305,"HOPKINS","MN",44.92,-93.4,10962,17425,682279589
"13517",55343,"HOPKINS","MN",44.92,-93.4,13210,20423,586626481
"13518",55344,"EDEN PRAIRIE","MN",44.84,-93.45,7636,11838,384172488
"13519",55345,"MINNETONKA","MN",44.93,-93.46,10963,19697,801686075
"13520",55346,"EDEN PRAIRIE","MN",44.84,-93.45,8543,15754,603815389
"13521",55347,"EDEN PRAIRIE","MN",44.84,-93.45,14560,27496,1538029566
"13522",55943,"HOUSTON","MN",43.76,-91.57,1471,2607,45618071
"13524",55349,"HOWARD LAKE","MN",45.05,-94.06,1813,3293,65215638
"13526",55750,"HOYT LAKES","MN",47.55,-92.11,927,1654,27048018
"13527",55038,"HUGO","MN",45.15,-92.96,9470,17873,551942360
"13528",55350,"HUTCHINSON","MN",44.88,-94.37,8886,15663,324209647
"13529",56649,"INTERNATIONAL FALLS","MN",48.58,-93.4,4528,7765,141923332
"13531",55751,"IRON","MN",47.41,-92.64,722,1267,24878422
"13532",56455,"IRONTON","MN",46.48,-93.99,765,1358,22234961
"13533",55040,"ISANTI","MN",45.48,-93.25,5767,10429,227348056
"13534",56342,"ISLE","MN",46.14,-93.46,1446,2498,34084136
"13535",56142,"IVANHOE","MN",44.46,-96.25,507,845,10945802
"13536",56143,"JACKSON","MN",43.62,-94.98,2252,3887,63841912
"13537",56048,"JANESVILLE","MN",44.11,-93.7,1825,3340,63049813
"13538",56144,"JASPER","MN",43.84,-96.39,585,1065,15515915
"13539",56145,"JEFFERS","MN",44.05,-95.19,311,540,6997620
"13540",55352,"JORDAN","MN",44.66,-93.63,4016,7551,200592223
"13541",56251,"KANDIYOHI","MN",45.13,-94.93,470,851,14718063
"13542",56050,"KASOTA","MN",44.29,-93.96,749,1311,27105756
"13543",55944,"KASSON","MN",44.02,-92.75,3212,5978,135837813
"13544",55753,"KEEWATIN","MN",47.4,-93.08,497,830,13125293
"13545",56650,"KELLIHER","MN",47.94,-94.44,318,571,7275891
"13546",55945,"KELLOGG","MN",44.3,-91.99,746,1297,22106042
"13548",56343,"KENSINGTON","MN",45.77,-95.69,453,806,12750564
"13549",55946,"KENYON","MN",44.27,-92.98,1561,2773,51105320
"13550",56252,"KERKHOVEN","MN",45.19,-95.32,604,1099,16385170
"13552",55757,"KETTLE RIVER","MN",46.48,-92.87,371,662,10824602
"13553",56051,"KIESTER","MN",43.53,-93.71,373,647,9242400
"13554",56052,"KILKENNY","MN",44.31,-93.57,381,674,12297700
"13555",55353,"KIMBALL","MN",45.31,-94.3,1457,2639,49707600
"13557",55947,"LA CRESCENT","MN",43.82,-91.3,3726,6757,155417561
"13558",56054,"LAFAYETTE","MN",44.44,-94.39,485,835,14003188
"13559",56149,"LAKE BENTON","MN",44.26,-96.29,608,1056,15818358
"13560",55041,"LAKE CITY","MN",44.44,-92.27,3811,6678,131489534
"13561",56055,"LAKE CRYSTAL","MN",44.1,-94.21,1910,3399,67600980
"13562",55042,"LAKE ELMO","MN",44.99,-92.9,4180,7753,285677474
"13563",56150,"LAKEFIELD","MN",43.67,-95.17,1448,2490,35806358
"13565",55043,"LAKELAND","MN",44.95,-92.77,1912,3295,90929734
"13566",56253,"LAKE LILLIAN","MN",44.94,-94.88,532,900,13197051
"13567",55044,"LAKEVILLE","MN",44.67,-93.24,21171,41090,1404719592
"13568",56151,"LAKE WILSON","MN",43.99,-95.95,415,735,10322308
"13569",56152,"LAMBERTON","MN",44.22,-95.26,701,1198,15329249
"13570",55949,"LANESBORO","MN",43.71,-91.97,908,1598,26314327
"13572",56461,"LAPORTE","MN",47.21,-94.75,1307,2368,35600189
"13574",56057,"LE CENTER","MN",44.38,-93.73,1871,3405,65256072
"13577",55951,"LE ROY","MN",43.51,-92.5,732,1315,22984677
"13578",55354,"LESTER PRAIRIE","MN",44.88,-94.03,1295,2390,49649872
"13579",56058,"LE SUEUR","MN",44.46,-93.9,3075,5346,103778977
"13580",55952,"LEWISTON","MN",43.98,-91.86,1240,2291,41102322
"13582",55045,"LINDSTROM","MN",45.38,-92.84,3572,6536,156580316
"13584",55355,"LITCHFIELD","MN",45.11,-94.52,4532,8039,150533896
"13585",56345,"LITTLE FALLS","MN",45.97,-94.36,6979,12016,214528388
"13586",56653,"LITTLEFORK","MN",48.39,-93.55,613,1087,18525436
"13589",55356,"LONG LAKE","MN",44.98,-93.56,2593,4768,343095259
"13590",56347,"LONG PRAIRIE","MN",45.97,-94.86,2895,5290,86545120
"13591",56655,"LONGVILLE","MN",46.98,-94.21,744,1276,11647252
"13592",55046,"LONSDALE","MN",44.47,-93.42,2213,4254,106781086
"13593",55357,"LORETTO","MN",45.05,-93.63,1503,2847,98695640
"13599",56327,"FARWELL","MN",45.75,-95.61,357,674,11546264
"13600",56349,"LOWRY","MN",45.7,-95.51,362,664,11998989
"13602",55612,"LUTSEN","MN",47.63,-90.71,282,455,6161213
"13603",56156,"LUVERNE","MN",43.65,-96.2,2925,5162,89433908
"13604",55953,"LYLE","MN",43.5,-92.94,431,793,13121565
"13605",56157,"LYND","MN",44.38,-95.89,341,638,16459386
"13607",55760,"MCGREGOR","MN",46.6,-93.3,1285,2224,25780980
"13608",55954,"MABEL","MN",43.52,-91.76,713,1204,18419822
"13609",56062,"MADELIA","MN",44.04,-94.41,1532,2661,43857012
"13610",56256,"MADISON","MN",45.01,-96.18,1375,2338,31391585
"13611",56063,"MADISON LAKE","MN",44.2,-93.81,1336,2375,62200067
"13613",55763,"MAKINEN","MN",47.35,-92.36,272,469,8786552
"13614",56001,"MANKATO","MN",44.16,-93.99,19231,30746,639019821
"13615",56002,"MANKATO","MN",44.16,-93.99,360,533,12257417
"13616",56003,"MANKATO","MN",44.16,-93.99,7196,12372,289743643
"13618",55955,"MANTORVILLE","MN",44.06,-92.75,1262,2451,69357351
"13619",55358,"MAPLE LAKE","MN",45.23,-94,2423,4409,99972849
"13621",55359,"MAPLE PLAIN","MN",45,-93.66,3030,5484,227756160
"13631",56065,"MAPLETON","MN",43.92,-93.95,1328,2377,40159345
"13634",56257,"MARIETTA","MN",45.01,-96.41,250,438,4714708
"13635",55047,"MARINE ON SAINT CROIX","MN",45.2,-92.78,1316,2345,68690442
"13636",56258,"MARSHALL","MN",44.45,-95.78,7055,12055,249510832
"13637",55360,"MAYER","MN",44.88,-93.88,1164,2244,58693022
"13638",56260,"MAYNARD","MN",44.9,-95.46,472,824,12480606
"13639",55956,"MAZEPPA","MN",44.27,-92.54,924,1676,37434206
"13640",55765,"MEADOWLANDS","MN",47.07,-92.73,353,626,10384990
"13641",55049,"MEDFORD","MN",44.17,-93.24,1190,2182,44835297
"13642",56352,"MELROSE","MN",45.67,-94.81,2572,4670,79530423
"13643",56464,"MENAHGA","MN",46.74,-95.1,1758,3225,44499031
"13644",56465,"MERRIFIELD","MN",46.46,-94.17,1062,1878,31095464
"13645",56353,"MILACA","MN",45.75,-93.65,3980,7245,129499222
"13647",56262,"MILAN","MN",45.11,-95.91,341,605,9198202
"13648",55957,"MILLVILLE","MN",44.24,-92.29,350,659,12580445
"13649",56263,"MILROY","MN",44.41,-95.55,278,490,7377154
"13650",56354,"MILTONA","MN",46.04,-95.29,633,1149,17608752
"13651",55401,"MINNEAPOLIS","MN",44.96,-93.26,4373,5440,335439864
"13652",55402,"MINNEAPOLIS","MN",44.96,-93.26,846,1200,47232496
"13653",55403,"MINNEAPOLIS","MN",44.96,-93.26,8495,10370,421148143
"13654",55404,"MINNEAPOLIS","MN",44.96,-93.26,10624,14905,281174039
"13655",55405,"MINNEAPOLIS","MN",44.96,-93.26,7980,11100,446841315
"13656",55406,"MINNEAPOLIS","MN",44.96,-93.26,17610,26993,694792349
"13657",55407,"MINNEAPOLIS","MN",44.96,-93.26,16432,26247,552945685
"13658",55408,"MINNEAPOLIS","MN",44.96,-93.26,15463,20917,575373937
"13659",55409,"MINNEAPOLIS","MN",44.96,-93.26,5923,9201,270335535
"13660",55410,"MINNEAPOLIS","MN",44.96,-93.26,10329,17170,740108944
"13661",55411,"MINNEAPOLIS","MN",44.96,-93.26,10012,16898,238283798
"13662",55412,"MINNEAPOLIS","MN",44.96,-93.26,9537,15286,300734194
"13663",55413,"MINNEAPOLIS","MN",44.96,-93.26,6250,8673,226847151
"13664",55414,"MINNEAPOLIS","MN",44.96,-93.26,8123,10417,254779786
"13665",55415,"MINNEAPOLIS","MN",44.96,-93.26,910,1196,61684657
"13666",55416,"MINNEAPOLIS","MN",44.96,-93.26,16508,24658,1051174168
